Date,VIS,CAT
20160729,10,1
20160730,10,1
20160730,10,1
20160730,10,1
20160730,10,1
20160731,10,1
20160731,10,1
20160731,10,1
20160731,7,1
20160801,10,1
20160801,7,1
20160801,10,1
20160801,10,1
20160802,10,1
20160802,10,1
20160802,10,1
20160802,10,1
20160803,10,1
20160803,10,1
20160803,10,1
20160803,10,1
20160804,10,1
20160804,10,1
20160804,10,1
20160804,10,1
20160805,10,1
20160805,10,1
20160805,10,1
20160805,10,1
20160806,10,1
20160806,10,1
20160806,10,1
20160806,10,1
20160807,10,1
20160807,10,1
20160807,10,1
20160807,10,1
20160808,10,1
20160808,10,1
20160808,10,1
20160808,10,1
20160809,10,1
20160809,10,1
20160809,10,1
20160809,10,1
20160810,10,1
20160810,10,1
20160810,10,1
20160810,10,1
20160811,10,1
20160811,10,1
20160811,10,1
20160811,10,1
20160812,10,1
20160812,10,1
20160812,10,1
20160812,10,1
20160813,7,1
20160813,7,1
20160813,10,1
20160813,10,1
20160815,10,1
20160815,10,1
20160815,10,1
20160815,10,1
20160817,10,1
20160817,10,1
20160817,10,1
20160817,10,1
20160818,10,1
20160818,10,1
20160818,10,1
20160818,10,1
20160819,10,1
20160819,10,1
20160819,10,1
20160819,10,1
20160820,10,1
20160820,10,1
20160820,10,1
20160820,10,1
20160821,10,1
20160821,10,1
20160821,10,1
20160821,10,1
20160822,10,1
20160822,10,1
20160822,10,1
20160822,10,1
20160823,10,1
20160823,10,1
20160823,10,1
20160823,10,1
20160824,10,1
20160824,10,1
20160824,10,1
20160824,10,1
20160825,10,1
20160825,10,1
20160825,10,1
20160825,10,1
20160827,10,1
20160827,10,1
20160827,10,1
20160827,10,1
20160828,10,1
20160828,10,1
20160828,10,1
20160828,10,1
20160829,10,1
20160829,10,1
20160829,10,1
20160829,10,1
20160831,10,1
20160831,10,1
20160831,10,1
20160831,10,1
20160901,10,1
20160901,10,1
20160901,10,1
20160901,10,1
20160902,10,1
20160902,10,1
20160902,10,1
20160902,10,1
20160903,10,1
20160903,10,1
20160903,10,1
20160903,10,1
20160904,10,1
20160904,10,1
20160904,10,1
20160904,10,1
20160905,10,1
20160905,10,1
20160905,10,1
20160905,10,1
20160906,10,1
20160906,10,1
20160906,10,1
20160906,10,1
20160907,10,1
20160907,10,1
20160907,10,1
20160907,10,1
20160908,10,1
20160908,10,1
20160908,10,1
20160908,10,1
20160909,10,1
20160909,10,1
20160909,10,1
20160909,10,1
20160910,10,1
20160910,10,1
20160910,10,1
20160910,10,1
20160911,10,1
20160911,10,1
20160911,10,1
20160911,10,1
20160912,10,1
20160912,10,1
20160912,10,1
20160912,10,1
20160913,10,1
20160913,10,1
20160913,10,1
20160913,10,1
20160915,10,1
20160915,10,1
20160915,10,1
20160915,10,1
20160916,10,1
20160916,10,1
20160916,10,1
20160916,10,1
20160918,10,1
20160918,10,1
20160918,10,1
20160918,10,1
20160919,10,1
20160919,10,1
20160919,10,1
20160919,10,1
20160920,10,1
20160920,10,1
20160920,10,1
20160920,10,1
20160921,10,1
20160921,10,1
20160921,10,1
20160921,10,1
20160923,10,1
20160923,10,1
20160923,10,1
20160923,10,1
20160924,10,1
20160924,10,1
20160924,10,1
20160924,10,1
20160927,7,1
20160927,10,1
20160927,10,1
20160927,10,1
20160928,10,1
20160928,10,1
20160928,10,1
20160928,10,1
20160929,10,1
20160929,10,1
20160929,10,1
20160929,10,1
20160930,10,1
20160930,10,1
20160930,10,1
20160930,10,1
20161001,10,1
20161001,10,1
20161001,10,1
20161001,10,1
20161002,10,1
20161002,10,1
20161002,10,1
20161002,10,1
20161003,10,1
20161003,10,1
20161003,10,1
20161003,10,1
20161004,10,1
20161004,10,1
20161004,10,1
20161004,10,1
20161005,10,1
20161005,10,1
20161005,10,1
20161005,10,1
20161006,10,1
20161006,10,1
20161006,10,1
20161006,10,1
20161007,10,1
20161007,10,1
20161007,10,1
20161007,10,1
20161008,10,1
20161008,10,1
20161008,10,1
20161008,10,1
20161009,10,1
20161009,10,1
20161009,10,1
20161009,10,1
20161010,10,1
20161010,10,1
20161010,10,1
20161010,10,1
20161011,10,1
20161011,10,1
20161011,10,1
20161011,10,1
20161012,10,1
20161012,10,1
20161012,10,1
20161012,10,1
20161013,10,1
20161013,10,1
20161013,10,1
20161013,10,1
20161014,10,1
20161014,10,1
20161014,10,1
20161014,10,1
20161015,10,1
20161015,10,1
20161015,10,1
20161015,10,1
20161016,10,1
20161016,10,1
20161016,10,1
20161016,10,1
20161017,10,1
20161017,10,1
20161017,10,1
20161017,10,1
20161018,10,1
20161018,10,1
20161018,10,1
20161018,10,1
20161019,10,1
20161019,10,1
20161019,10,1
20161019,10,1
20161021,10,1
20161021,10,1
20161021,10,1
20161021,10,1
20161022,10,1
20161022,10,1
20161022,10,1
20161022,10,1
20161023,10,1
20161023,10,1
20161023,10,1
20161023,10,1
20161024,10,1
20161024,10,1
20161024,10,1
20161024,10,1
20161025,10,1
20161025,10,1
20161025,10,1
20161025,10,1
20161026,10,1
20161026,10,1
20161026,10,1
20161026,10,1
20161027,10,1
20161027,10,1
20161027,10,1
20161027,10,1
20161028,10,1
20161028,10,1
20161028,10,1
20161028,10,1
20161029,10,1
20161029,10,1
20161029,10,1
20161029,10,1
20161030,7,1
20161030,10,1
20161030,10,1
20161030,10,1
20161031,10,1
20161031,10,1
20161031,10,1
20161031,10,1
20161101,10,1
20161101,10,1
20161101,10,1
20161101,10,1
20161102,10,1
20161102,10,1
20161102,10,1
20161102,10,1
20161103,10,1
20161103,7,1
20161103,10,1
20161103,10,1
20161105,10,1
20161105,10,1
20161105,10,1
20161105,10,1
20161109,10,1
20161109,10,1
20161109,10,1
20161109,10,1
20161111,10,1
20161111,10,1
20161111,10,1
20161111,10,1
20161112,10,1
20161112,10,1
20161112,10,1
20161112,10,1
20161114,10,1
20161114,4,1
20161114,10,1
20161114,10,1
20161115,10,1
20161115,7,1
20161115,10,1
20161115,10,1
20161116,10,1
20161116,10,1
20161116,10,1
20161116,10,1
20161117,10,1
20161117,10,1
20161117,10,1
20161117,10,1
20161119,10,1
20161119,10,1
20161119,10,1
20161119,10,1
20161120,10,1
20161120,10,1
20161120,10,1
20161120,10,1
20161121,10,1
20161121,10,1
20161121,10,1
20161121,10,1
20161122,10,1
20161122,10,1
20161122,10,1
20161122,7,1
20161123,7,1
20161123,4,1
20161123,10,1
20161123,10,1
20161124,10,1
20161124,10,1
20161124,10,1
20161124,10,1
20161125,10,1
20161125,10,1
20161125,10,1
20161125,10,1
20161126,10,1
20161126,7,1
20161126,10,1
20161126,10,1
20161127,10,1
20161127,10,1
20161127,10,1
20161127,10,1
20161128,7,1
20161128,5,1
20161128,10,1
20161128,4,1
20161130,2,1
20161130,10,1
20161130,10,1
20161130,10,1
20161201,10,1
20161201,10,1
20161201,10,1
20161201,10,1
20161202,10,1
20161202,10,1
20161202,7,1
20161202,7,1
20161203,5,1
20161203,10,1
20161203,10,1
20161203,10,1
20161205,7,1
20161205,4,1
20161205,10,1
20161205,10,1
20161206,10,1
20161206,10,1
20161206,10,1
20161206,10,1
20161207,10,1
20161207,7,1
20161207,7,1
20161207,10,1
20161208,4,1
20161208,10,1
20161208,10,1
20161208,10,1
20161209,10,1
20161209,10,1
20161209,10,1
20161209,10,1
20161210,10,1
20161210,10,1
20161210,10,1
20161210,10,1
20161212,1.5,1
20161212,0.25,0
20161212,10,1
20161212,4,1
20161213,3,1
20161213,3,1
20161213,10,1
20161213,7,1
20161214,10,1
20161214,10,1
20161214,10,1
20161214,7,1
20161215,1.5,1
20161215,10,1
20161215,10,1
20161215,10,1
20161216,10,1
20161216,2,1
20161216,0.25,0
20161216,5,1
20161217,4,1
20161217,4,1
20161217,7,1
20161217,5,1
20161218,0.25,0
20161218,10,1
20161218,10,1
20161218,10,1
20161219,10,1
20161219,10,1
20161219,10,1
20161219,10,1
20161220,10,1
20161220,10,1
20161220,10,1
20161220,10,1
20161221,10,1
20161221,10,1
20161221,10,1
20161221,10,1
20161223,0.75,0
20161223,0.25,0
20161223,10,1
20161223,5,1
20161224,4,1
20161224,0.25,0
20161224,7,1
20161224,10,1
20161226,5,1
20161226,4,1
20161226,7,1
20161226,0.75,0
20161227,0.25,0
20161227,0.25,0
20161227,7,1
20161227,0.25,0
20161228,0.25,0
20161228,0.25,0
20161228,10,1
20161228,0.25,0
20161229,1,0
20161229,0.25,0
20161229,10,1
20161229,10,1
20161230,10,1
20161230,10,1
20161230,10,1
20161230,10,1
20161231,10,1
20161231,10,1
20161231,5,1
20161231,5,1
20170101,5,1
20170101,4,1
20170101,10,1
20170101,10,1
20170102,0.25,0
20170102,0.5,0
20170102,10,1
20170102,10,1
20170103,0.25,0
20170103,0.25,0
20170103,10,1
20170103,7,1
20170104,10,1
20170104,10,1
20170104,10,1
20170104,10,1
20170105,10,1
20170105,10,1
20170105,10,1
20170105,10,1
20170106,10,1
20170106,10,1
20170106,10,1
20170106,10,1
20170107,10,1
20170107,10,1
20170107,10,1
20170107,10,1
20170108,10,1
20170108,10,1
20170108,10,1
20170108,10,1
20170109,10,1
20170109,10,1
20170109,10,1
20170109,10,1
20170112,4,1
20170112,4,1
20170112,5,1
20170112,5,1
20170113,2.5,1
20170113,4,1
20170113,10,1
20170113,7,1
20170114,4,1
20170114,3,1
20170114,10,1
20170114,7,1
20170115,5,1
20170115,7,1
20170115,7,1
20170115,5,1
20170116,5,1
20170116,1.5,1
20170116,7,1
20170116,7,1
20170117,0.25,0
20170117,0.5,0
20170117,5,1
20170117,5,1
20170118,3,1
20170118,0.25,0
20170118,10,1
20170118,10,1
20170120,1.5,1
20170120,1,0
20170120,10,1
20170120,1.5,1
20170121,0.25,0
20170121,1.25,1
20170121,0.5,0
20170121,4,1
20170122,10,1
20170122,10,1
20170122,10,1
20170122,10,1
20170123,10,1
20170123,10,1
20170123,10,1
20170123,10,1
20170124,10,1
20170124,10,1
20170124,7,1
20170124,5,1
20170125,5,1
20170125,5,1
20170125,10,1
20170125,10,1
20170126,10,1
20170126,10,1
20170126,10,1
20170126,10,1
20170127,10,1
20170127,10,1
20170127,10,1
20170127,10,1
20170129,10,1
20170129,10,1
20170129,10,1
20170129,10,1
20170130,10,1
20170130,10,1
20170130,10,1
20170130,10,1
20170131,10,1
20170131,10,1
20170131,10,1
20170131,10,1
20170201,10,1
20170201,10,1
20170201,10,1
20170201,7,1
20170202,7,1
20170202,0.25,0
20170202,10,1
20170202,10,1
20170203,10,1
20170203,10,1
20170203,10,1
20170203,10,1
20170204,10,1
20170204,7,1
20170204,7,1
20170204,4,1
20170205,4,1
20170205,2.5,1
20170205,10,1
20170205,7,1
20170206,5,1
20170206,3,1
20170206,7,1
20170206,5,1
20170207,4,1
20170207,3,1
20170207,10,1
20170207,5,1
20170208,1,0
20170208,0.25,0
20170208,7,1
20170208,7,1
20170209,10,1
20170209,10,1
20170209,10,1
20170209,10,1
20170210,10,1
20170210,7,1
20170210,7,1
20170210,3,1
20170211,0.5,0
20170211,0.25,0
20170211,10,1
20170211,5,1
20170212,2.5,1
20170212,1.75,1
20170212,7,1
20170212,7,1
20170213,5,1
20170213,2,1
20170213,7,1
20170213,7,1
20170214,7,1
20170214,4,1
20170214,10,1
20170214,10,1
20170215,10,1
20170215,10,1
20170215,10,1
20170215,10,1
20170216,10,1
20170216,10,1
20170216,10,1
20170216,10,1
20170217,10,1
20170217,10,1
20170217,10,1
20170217,10,1
20170218,10,1
20170218,7,1
20170218,10,1
20170218,7,1
20170219,3,1
20170219,5,1
20170219,7,1
20170219,5,1
20170221,10,1
20170221,10,1
20170221,10,1
20170221,10,1
20170222,10,1
20170222,10,1
20170222,10,1
20170222,10,1
20170223,10,1
20170223,10,1
20170223,10,1
20170223,10,1
20170224,7,1
20170224,7,1
20170224,10,1
20170224,7,1
20170225,10,1
20170225,10,1
20170225,10,1
20170225,10,1
20170226,10,1
20170226,10,1
20170226,7,1
20170226,7,1
20170227,3,1
20170227,2.5,1
20170227,10,1
20170227,5,1
20170228,3,1
20170228,3,1
20170228,7,1
20170228,5,1
20170301,4,1
20170301,2.5,1
20170301,7,1
20170301,10,1
20170302,10,1
20170302,10,1
20170302,10,1
20170302,10,1
20170303,10,1
20170303,10,1
20170303,10,1
20170303,10,1
20170306,5,1
20170306,4,1
20170306,7,1
20170306,5,1
20170307,4,1
20170307,3,1
20170307,7,1
20170307,5,1
20170308,7,1
20170308,10,1
20170308,7,1
20170308,10,1
20170309,4,1
20170309,2.5,1
20170309,10,1
20170309,5,1
20170312,10,1
20170312,10,1
20170312,10,1
20170312,10,1
20170313,10,1
20170313,10,1
20170313,10,1
20170313,10,1
20170314,10,1
20170314,10,1
20170314,10,1
20170314,10,1
20170315,10,1
20170315,10,1
20170315,10,1
20170315,10,1
20170316,10,1
20170316,10,1
20170316,10,1
20170316,10,1
20170317,10,1
20170317,7,1
20170317,10,1
20170317,10,1
20170318,10,1
20170318,7,1
20170318,10,1
20170318,10,1
20170319,10,1
20170319,10,1
20170319,10,1
20170319,10,1
20170320,10,1
20170320,10,1
20170320,10,1
20170320,10,1
20170323,10,1
20170323,10,1
20170323,10,1
20170323,10,1
20170325,3,1
20170325,2,1
20170325,7,1
20170325,7,1
20170327,5,1
20170327,5,1
20170327,7,1
20170327,7,1
20170328,4,1
20170328,5,1
20170328,7,1
20170328,7,1
20170329,5,1
20170329,5,1
20170329,10,1
20170329,10,1
20170330,5,1
20170330,10,1
20170330,10,1
20170330,10,1
20170331,10,1
20170331,10,1
20170331,10,1
20170331,10,1
20170401,10,1
20170401,7,1
20170401,7,1
20170401,7,1
20170402,4,1
20170402,3,1
20170402,7,1
20170402,7,1
20170403,10,1
20170403,10,1
20170403,10,1
20170403,10,1
20170404,10,1
20170404,10,1
20170404,10,1
20170404,7,1
20170405,4,1
20170405,10,1
20170405,10,1
20170405,10,1
20170406,10,1
20170406,10,1
20170406,10,1
20170406,10,1
20170407,10,1
20170407,10,1
20170407,10,1
20170407,10,1
20170408,10,1
20170408,10,1
20170408,10,1
20170408,10,1
20170409,10,1
20170409,10,1
20170409,10,1
20170409,10,1
20170410,7,1
20170410,5,1
20170410,7,1
20170410,7,1
20170411,7,1
20170411,7,1
20170411,7,1
20170411,7,1
20170413,7,1
20170413,10,1
20170413,10,1
20170413,10,1
20170414,10,1
20170414,10,1
20170414,10,1
20170414,10,1
20170415,10,1
20170415,10,1
20170415,10,1
20170415,10,1
20170416,10,1
20170416,7,1
20170416,10,1
20170416,10,1
20170417,7,1
20170417,7,1
20170417,10,1
20170417,10,1
20170419,10,1
20170419,10,1
20170419,10,1
20170419,10,1
20170420,10,1
20170420,10,1
20170420,10,1
20170420,10,1
20170421,10,1
20170421,10,1
20170421,10,1
20170421,10,1
20170422,10,1
20170422,10,1
20170422,10,1
20170422,10,1
20170423,10,1
20170423,10,1
20170423,10,1
20170423,10,1
20170424,10,1
20170424,10,1
20170424,10,1
20170424,10,1
20170425,10,1
20170425,10,1
20170425,10,1
20170425,7,1
20170426,5,1
20170426,4,1
20170426,10,1
20170426,7,1
20170427,10,1
20170427,10,1
20170427,10,1
20170427,10,1
20170428,7,1
20170428,5,1
20170428,7,1
20170428,5,1
20170430,3,1
20170430,10,1
20170430,10,1
20170430,10,1
20170501,10,1
20170501,10,1
20170501,10,1
20170501,10,1
20170502,10,1
20170502,10,1
20170502,10,1
20170502,10,1
20170505,10,1
20170505,10,1
20170505,10,1
20170505,10,1
20170506,10,1
20170506,10,1
20170506,10,1
20170506,10,1
20170507,10,1
20170507,10,1
20170507,10,1
20170507,10,1
20170508,10,1
20170508,10,1
20170508,10,1
20170508,10,1
20170509,10,1
20170509,7,1
20170509,10,1
20170509,10,1
20170510,10,1
20170510,7,1
20170510,10,1
20170510,7,1
20170511,5,1
20170511,5,1
20170511,7,1
20170511,7,1
20170512,5,1
20170512,7,1
20170512,10,1
20170512,10,1
20170513,10,1
20170513,10,1
20170513,10,1
20170513,10,1
20170514,10,1
20170514,10,1
20170514,10,1
20170514,10,1
20170515,10,1
20170515,10,1
20170515,10,1
20170515,10,1
20170516,10,1
20170516,10,1
20170516,10,1
20170516,10,1
20170517,7,1
20170517,7,1
20170517,7,1
20170517,7,1
20170518,5,1
20170518,7,1
20170518,7,1
20170518,7,1
20170519,7,1
20170519,7,1
20170519,7,1
20170519,7,1
20170520,7,1
20170520,7,1
20170520,10,1
20170520,10,1
20170521,7,1
20170521,5,1
20170521,10,1
20170521,7,1
20170523,10,1
20170523,10,1
20170523,10,1
20170523,10,1
20170524,10,1
20170524,10,1
20170524,10,1
20170524,10,1
20170525,10,1
20170525,10,1
20170525,10,1
20170525,10,1
20170526,10,1
20170526,7,1
20170526,7,1
20170526,7,1
20170527,5,1
20170527,4,1
20170527,7,1
20170527,7,1
20170530,10,1
20170530,10,1
20170530,10,1
20170530,10,1
20170531,10,1
20170531,10,1
20170531,10,1
20170531,10,1
20170602,10,1
20170602,10,1
20170602,10,1
20170602,10,1
20170603,10,1
20170603,10,1
20170603,10,1
20170603,10,1
20170604,10,1
20170604,10,1
20170604,10,1
20170604,10,1
20170605,10,1
20170605,10,1
20170605,10,1
20170605,10,1
20170606,10,1
20170606,10,1
20170606,10,1
20170606,10,1
20170607,10,1
20170607,10,1
20170607,10,1
20170607,10,1
20170608,10,1
20170608,10,1
20170608,10,1
20170608,10,1
20170609,10,1
20170609,10,1
20170609,10,1
20170609,10,1
20170610,10,1
20170610,10,1
20170610,10,1
20170610,10,1
20170611,10,1
20170611,10,1
20170611,10,1
20170611,10,1
20170612,10,1
20170612,10,1
20170612,10,1
20170612,10,1
20170613,10,1
20170613,10,1
20170613,10,1
20170613,10,1
20170614,7,1
20170614,10,1
20170614,10,1
20170614,10,1
20170615,10,1
20170615,10,1
20170615,10,1
20170615,10,1
20170616,10,1
20170616,10,1
20170616,10,1
20170616,10,1
20170617,10,1
20170617,10,1
20170617,10,1
20170617,10,1
20170618,10,1
20170618,10,1
20170618,10,1
20170618,10,1
20170619,10,1
20170619,10,1
20170619,10,1
20170619,10,1
20170620,10,1
20170620,10,1
20170620,10,1
20170620,10,1
20170621,10,1
20170621,10,1
20170621,10,1
20170621,10,1
20170623,10,1
20170623,10,1
20170623,10,1
20170623,10,1
20170624,10,1
20170624,10,1
20170624,10,1
20170624,10,1
20170626,10,1
20170626,10,1
20170626,10,1
20170626,10,1
20170629,10,1
20170629,10,1
20170629,10,1
20170629,10,1
20170630,10,1
20170630,10,1
20170630,10,1
20170630,7,1
20170701,7,1
20170701,7,1
20170701,10,1
20170701,7,1
20170702,10,1
20170702,10,1
20170702,10,1
20170702,10,1
20170703,10,1
20170703,10,1
20170703,10,1
20170703,10,1
20170704,10,1
20170704,10,1
20170704,10,1
20170704,10,1
20170705,10,1
20170705,10,1
20170705,10,1
20170705,10,1
20170706,10,1
20170706,10,1
20170706,10,1
20170706,10,1
20170708,10,1
20170708,10,1
20170708,10,1
20170708,10,1
20170709,10,1
20170709,10,1
20170709,10,1
20170709,10,1
20170710,10,1
20170710,10,1
20170710,10,1
20170710,10,1
20170711,10,1
20170711,10,1
20170711,10,1
20170711,10,1
20170712,10,1
20170712,10,1
20170712,10,1
20170712,10,1
20170713,10,1
20170713,10,1
20170713,10,1
20170713,10,1
20170714,10,1
20170714,10,1
20170714,10,1
20170714,10,1
20170715,10,1
20170715,10,1
20170715,10,1
20170715,10,1
20170717,10,1
20170717,10,1
20170717,10,1
20170717,10,1
20170718,10,1
20170718,10,1
20170718,10,1
20170718,10,1
20170719,10,1
20170719,10,1
20170719,10,1
20170719,10,1
20170720,10,1
20170720,10,1
20170720,10,1
20170720,10,1
20170721,10,1
20170721,10,1
20170721,10,1
20170721,10,1
20170722,10,1
20170722,10,1
20170722,10,1
20170722,10,1
20170723,10,1
20170723,7,1
20170723,7,1
20170723,7,1
20170725,10,1
20170725,7,1
20170725,10,1
20170725,7,1
20170726,10,1
20170726,10,1
20170726,10,1
20170726,10,1
20170727,10,1
20170727,10,1
20170727,10,1
20170727,10,1
20170728,10,1
20170728,10,1
20170728,10,1
20170728,10,1
20170729,10,1
20170729,10,1
20170729,10,1
20170729,10,1
20170730,10,1
20170730,10,1
20170730,10,1
20170730,10,1
20170731,10,1
20170731,10,1
20170731,10,1
20170731,10,1
20170801,10,1
20170801,10,1
20170801,10,1
20170801,10,1
20170802,10,1
20170802,10,1
20170802,10,1
20170802,10,1
20170803,10,1
20170803,10,1
20170803,10,1
20170803,10,1
20170804,10,1
20170804,10,1
20170804,10,1
20170804,10,1
20170805,10,1
20170805,10,1
20170805,10,1
20170805,10,1
20170806,10,1
20170806,10,1
20170806,7,1
20170806,7,1
20170807,10,1
20170807,7,1
20170807,10,1
20170807,10,1
20170808,10,1
20170808,7,1
20170808,10,1
20170808,10,1
20170809,10,1
20170809,10,1
20170809,10,1
20170809,10,1
20170810,10,1
20170810,10,1
20170810,10,1
20170810,10,1
20170811,10,1
20170811,10,1
20170811,10,1
20170811,10,1
20170812,10,1
20170812,10,1
20170812,10,1
20170812,10,1
20170813,10,1
20170813,10,1
20170813,10,1
20170813,10,1
20170814,10,1
20170814,10,1
20170814,10,1
20170814,10,1
20170815,10,1
20170815,10,1
20170815,10,1
20170815,10,1
20170816,10,1
20170816,10,1
20170816,10,1
20170816,7,1
20170817,7,1
20170817,7,1
20170817,10,1
20170817,10,1
20170818,10,1
20170818,10,1
20170818,10,1
20170818,10,1
20170819,10,1
20170819,10,1
20170819,10,1
20170819,10,1
20170820,10,1
20170820,10,1
20170820,10,1
20170820,10,1
20170821,10,1
20170821,10,1
20170821,10,1
20170821,10,1
20170822,10,1
20170822,10,1
20170822,10,1
20170822,10,1
20170823,10,1
20170823,10,1
20170823,10,1
20170823,10,1
20170824,10,1
20170824,10,1
20170824,10,1
20170824,10,1
